
running ./paper_experiments.py -m 0 -d 2 -p 5 
{'loss': 2.1835, 'learning_rate': 1.9083969465648855e-07, 'epoch': 0.02}
{'loss': 0.4739, 'learning_rate': 2.5572519083969464e-05, 'epoch': 2.04}
{'loss': 0.4526, 'learning_rate': 2.5763358778625956e-05, 'epoch': 2.06}
{'loss': 0.6482, 'learning_rate': 2.5954198473282442e-05, 'epoch': 2.07}
{'loss': 0.3817, 'learning_rate': 2.6145038167938934e-05, 'epoch': 2.09}
{'loss': 0.4866, 'learning_rate': 2.633587786259542e-05, 'epoch': 2.1}
{'loss': 0.5074, 'learning_rate': 2.652671755725191e-05, 'epoch': 2.12}
{'loss': 0.4794, 'learning_rate': 2.6717557251908397e-05, 'epoch': 2.13}
{'loss': 0.5653, 'learning_rate': 2.6908396946564886e-05, 'epoch': 2.15}
{'loss': 0.4264, 'learning_rate': 2.7099236641221375e-05, 'epoch': 2.17}
{'loss': 0.4835, 'learning_rate': 2.7290076335877863e-05, 'epoch': 2.18}
{'loss': 0.6414, 'learning_rate': 2.7480916030534355e-05, 'epoch': 2.2}
{'loss': 0.4416, 'learning_rate': 2.767175572519084e-05, 'epoch': 2.21}
{'loss': 0.4052, 'learning_rate': 2.7862595419847333e-05, 'epoch': 2.23}
{'loss': 0.5069, 'learning_rate': 2.805343511450382e-05, 'epoch': 2.24}
{'loss': 0.3936, 'learning_rate': 2.824427480916031e-05, 'epoch': 2.26}
{'loss': 0.4151, 'learning_rate': 2.8435114503816796e-05, 'epoch': 2.27}
{'loss': 0.3303, 'learning_rate': 2.862595419847328e-05, 'epoch': 2.29}
{'loss': 0.5179, 'learning_rate': 2.8816793893129774e-05, 'epoch': 2.3}
{'loss': 0.3779, 'learning_rate': 2.900763358778626e-05, 'epoch': 2.32}
{'loss': 0.467, 'learning_rate': 2.919847328244275e-05, 'epoch': 2.33}
{'loss': 0.5469, 'learning_rate': 2.9389312977099237e-05, 'epoch': 2.35}
{'loss': 0.6281, 'learning_rate': 2.958015267175573e-05, 'epoch': 2.36}
{'loss': 0.4987, 'learning_rate': 2.9770992366412214e-05, 'epoch': 2.38}
{'loss': 0.3411, 'learning_rate': 2.9961832061068706e-05, 'epoch': 2.39}
{'loss': 0.4199, 'learning_rate': 3.0152671755725192e-05, 'epoch': 2.41}
{'loss': 0.3511, 'learning_rate': 3.0343511450381677e-05, 'epoch': 2.42}
{'loss': 0.4227, 'learning_rate': 3.053435114503817e-05, 'epoch': 2.44}
{'loss': 0.3727, 'learning_rate': 3.0725190839694655e-05, 'epoch': 2.46}
{'loss': 0.4705, 'learning_rate': 3.091603053435115e-05, 'epoch': 2.47}
{'loss': 0.4003, 'learning_rate': 3.110687022900763e-05, 'epoch': 2.49}
{'loss': 0.3576, 'learning_rate': 3.129770992366413e-05, 'epoch': 2.5}
{'loss': 0.3653, 'learning_rate': 3.148854961832061e-05, 'epoch': 2.52}
{'loss': 0.3533, 'learning_rate': 3.16793893129771e-05, 'epoch': 2.53}
{'loss': 0.4178, 'learning_rate': 3.187022900763359e-05, 'epoch': 2.55}
{'loss': 0.3842, 'learning_rate': 3.2061068702290076e-05, 'epoch': 2.56}
{'loss': 0.3792, 'learning_rate': 3.2251908396946565e-05, 'epoch': 2.58}
{'loss': 0.4635, 'learning_rate': 3.2442748091603054e-05, 'epoch': 2.59}
{'loss': 0.3321, 'learning_rate': 3.263358778625954e-05, 'epoch': 2.61}
{'loss': 0.3313, 'learning_rate': 3.282442748091603e-05, 'epoch': 2.62}
{'loss': 0.4468, 'learning_rate': 3.301526717557252e-05, 'epoch': 2.64}
{'loss': 0.4237, 'learning_rate': 3.320610687022901e-05, 'epoch': 2.65}
{'loss': 0.3845, 'learning_rate': 3.33969465648855e-05, 'epoch': 2.67}
{'loss': 0.4395, 'learning_rate': 3.358778625954199e-05, 'epoch': 2.68}
{'loss': 0.4383, 'learning_rate': 3.3778625954198475e-05, 'epoch': 2.7}
{'loss': 0.2871, 'learning_rate': 3.3969465648854964e-05, 'epoch': 2.71}
{'loss': 0.3902, 'learning_rate': 3.416030534351145e-05, 'epoch': 2.73}
{'loss': 0.3539, 'learning_rate': 3.435114503816794e-05, 'epoch': 2.74}
{'loss': 0.4309, 'learning_rate': 3.454198473282443e-05, 'epoch': 2.76}
{'loss': 0.4002, 'learning_rate': 3.473282442748092e-05, 'epoch': 2.78}
{'loss': 0.3661, 'learning_rate': 3.492366412213741e-05, 'epoch': 2.79}
{'loss': 0.4319, 'learning_rate': 3.511450381679389e-05, 'epoch': 2.81}
{'loss': 0.3226, 'learning_rate': 3.5305343511450386e-05, 'epoch': 2.82}
{'loss': 0.4451, 'learning_rate': 3.549618320610687e-05, 'epoch': 2.84}
{'loss': 0.4071, 'learning_rate': 3.568702290076336e-05, 'epoch': 2.85}
{'loss': 0.2073, 'learning_rate': 3.5877862595419845e-05, 'epoch': 2.87}
{'loss': 0.319, 'learning_rate': 3.606870229007634e-05, 'epoch': 2.88}
{'loss': 0.3085, 'learning_rate': 3.625954198473282e-05, 'epoch': 2.9}
{'loss': 0.3498, 'learning_rate': 3.645038167938932e-05, 'epoch': 2.91}
{'loss': 0.3075, 'learning_rate': 3.66412213740458e-05, 'epoch': 2.93}
{'loss': 0.3723, 'learning_rate': 3.683206106870229e-05, 'epoch': 2.94}
{'loss': 0.2953, 'learning_rate': 3.702290076335878e-05, 'epoch': 2.96}
{'loss': 0.3232, 'learning_rate': 3.721374045801527e-05, 'epoch': 2.97}
{'loss': 0.3158, 'learning_rate': 3.7404580152671756e-05, 'epoch': 2.99}
testset on epoch 2.9996187571483035 acc:  0.53125  prec  0.47767691876579144  rec  0.53125  f1  0.4657861137600885
{'eval_loss': 0.6515426635742188, 'eval_accuracy': 0.8133333333333334, 'eval_runtime': 10.5833, 'eval_samples_per_second': 28.347, 'eval_steps_per_second': 7.087, 'epoch': 3.0}
{'loss': 0.3005, 'learning_rate': 3.7595419847328244e-05, 'epoch': 3.0}
{'loss': 0.1954, 'learning_rate': 3.778625954198473e-05, 'epoch': 3.02}
{'loss': 0.5525, 'learning_rate': 3.797709923664122e-05, 'epoch': 3.03}
{'loss': 0.3419, 'learning_rate': 3.816793893129771e-05, 'epoch': 3.05}
{'loss': 0.307, 'learning_rate': 3.83587786259542e-05, 'epoch': 3.07}
{'loss': 0.353, 'learning_rate': 3.854961832061069e-05, 'epoch': 3.08}
{'loss': 0.4329, 'learning_rate': 3.874045801526718e-05, 'epoch': 3.1}
{'loss': 0.3208, 'learning_rate': 3.8931297709923666e-05, 'epoch': 3.11}
{'loss': 0.2715, 'learning_rate': 3.9122137404580155e-05, 'epoch': 3.13}
{'loss': 0.3427, 'learning_rate': 3.9312977099236644e-05, 'epoch': 3.14}
{'loss': 0.2784, 'learning_rate': 3.950381679389313e-05, 'epoch': 3.16}
{'loss': 0.3082, 'learning_rate': 3.969465648854962e-05, 'epoch': 3.17}
{'loss': 0.2699, 'learning_rate': 3.988549618320611e-05, 'epoch': 3.19}
{'loss': 0.3745, 'learning_rate': 4.00763358778626e-05, 'epoch': 3.2}
{'loss': 0.2382, 'learning_rate': 4.026717557251908e-05, 'epoch': 3.22}
{'loss': 0.2001, 'learning_rate': 4.0458015267175576e-05, 'epoch': 3.23}
{'loss': 0.2374, 'learning_rate': 4.064885496183206e-05, 'epoch': 3.25}
{'loss': 0.2567, 'learning_rate': 4.0839694656488554e-05, 'epoch': 3.26}
{'loss': 0.2623, 'learning_rate': 4.1030534351145036e-05, 'epoch': 3.28}
{'loss': 0.4117, 'learning_rate': 4.122137404580153e-05, 'epoch': 3.29}
{'loss': 0.3883, 'learning_rate': 4.1412213740458014e-05, 'epoch': 3.31}
{'loss': 0.4343, 'learning_rate': 4.160305343511451e-05, 'epoch': 3.32}
{'loss': 0.3615, 'learning_rate': 4.1793893129771e-05, 'epoch': 3.34}
{'loss': 0.3837, 'learning_rate': 4.198473282442748e-05, 'epoch': 3.35}
{'loss': 0.2471, 'learning_rate': 4.2175572519083975e-05, 'epoch': 3.37}
{'loss': 0.3116, 'learning_rate': 4.236641221374046e-05, 'epoch': 3.39}
{'loss': 0.2623, 'learning_rate': 4.255725190839695e-05, 'epoch': 3.4}
{'loss': 0.2533, 'learning_rate': 4.2748091603053435e-05, 'epoch': 3.42}
{'loss': 0.2476, 'learning_rate': 4.293893129770993e-05, 'epoch': 3.43}
{'loss': 0.4337, 'learning_rate': 4.312977099236641e-05, 'epoch': 3.45}
{'loss': 0.2962, 'learning_rate': 4.332061068702291e-05, 'epoch': 3.46}
{'loss': 0.2204, 'learning_rate': 4.351145038167939e-05, 'epoch': 3.48}
{'loss': 0.2334, 'learning_rate': 4.370229007633588e-05, 'epoch': 3.49}
{'loss': 0.2967, 'learning_rate': 4.389312977099237e-05, 'epoch': 3.51}
{'loss': 0.2779, 'learning_rate': 4.408396946564886e-05, 'epoch': 3.52}
{'loss': 0.2558, 'learning_rate': 4.4274809160305345e-05, 'epoch': 3.54}
{'loss': 0.3377, 'learning_rate': 4.4465648854961834e-05, 'epoch': 3.55}
{'loss': 0.3153, 'learning_rate': 4.465648854961832e-05, 'epoch': 3.57}
{'loss': 0.3647, 'learning_rate': 4.484732824427481e-05, 'epoch': 3.58}
{'loss': 0.2493, 'learning_rate': 4.5038167938931294e-05, 'epoch': 3.6}
{'loss': 0.2068, 'learning_rate': 4.522900763358779e-05, 'epoch': 3.61}
{'loss': 0.2102, 'learning_rate': 4.541984732824428e-05, 'epoch': 3.63}
{'loss': 0.5048, 'learning_rate': 4.561068702290077e-05, 'epoch': 3.64}
{'loss': 0.3416, 'learning_rate': 4.5801526717557256e-05, 'epoch': 3.66}
{'loss': 0.1332, 'learning_rate': 4.5992366412213745e-05, 'epoch': 3.68}
{'loss': 0.2713, 'learning_rate': 4.618320610687023e-05, 'epoch': 3.69}
{'loss': 0.2559, 'learning_rate': 4.637404580152672e-05, 'epoch': 3.71}
{'loss': 0.1941, 'learning_rate': 4.656488549618321e-05, 'epoch': 3.72}
{'loss': 0.3332, 'learning_rate': 4.675572519083969e-05, 'epoch': 3.74}
{'loss': 0.3757, 'learning_rate': 4.694656488549619e-05, 'epoch': 3.75}
{'loss': 0.2939, 'learning_rate': 4.713740458015267e-05, 'epoch': 3.77}
{'loss': 0.3073, 'learning_rate': 4.7328244274809166e-05, 'epoch': 3.78}
{'loss': 0.3112, 'learning_rate': 4.751908396946565e-05, 'epoch': 3.8}
{'loss': 0.2723, 'learning_rate': 4.7709923664122144e-05, 'epoch': 3.81}
{'loss': 0.2715, 'learning_rate': 4.7900763358778626e-05, 'epoch': 3.83}
{'loss': 0.3565, 'learning_rate': 4.809160305343512e-05, 'epoch': 3.84}
{'loss': 0.258, 'learning_rate': 4.82824427480916e-05, 'epoch': 3.86}
{'loss': 0.2762, 'learning_rate': 4.847328244274809e-05, 'epoch': 3.87}
{'loss': 0.3437, 'learning_rate': 4.866412213740458e-05, 'epoch': 3.89}
{'loss': 0.2398, 'learning_rate': 4.885496183206107e-05, 'epoch': 3.9}
{'loss': 0.3248, 'learning_rate': 4.904580152671756e-05, 'epoch': 3.92}
{'loss': 0.2361, 'learning_rate': 4.923664122137405e-05, 'epoch': 3.93}
{'loss': 0.2162, 'learning_rate': 4.9427480916030536e-05, 'epoch': 3.95}
{'loss': 0.3496, 'learning_rate': 4.9618320610687025e-05, 'epoch': 3.96}
{'loss': 0.3803, 'learning_rate': 4.9809160305343514e-05, 'epoch': 3.98}
{'loss': 0.2328, 'learning_rate': 5e-05, 'epoch': 4.0}
testset on epoch 4.0 acc:  0.409375  prec  0.39273944040893194  rec  0.409375  f1  0.3122094060412552
{'eval_loss': 0.4899136424064636, 'eval_accuracy': 0.83, 'eval_runtime': 10.2468, 'eval_samples_per_second': 29.277, 'eval_steps_per_second': 7.319, 'epoch': 4.0}
{'loss': 0.3108, 'learning_rate': 4.9978795589482615e-05, 'epoch': 4.01}
{'loss': 0.2293, 'learning_rate': 4.995759117896523e-05, 'epoch': 4.03}
{'loss': 0.1381, 'learning_rate': 4.993638676844784e-05, 'epoch': 4.04}
{'loss': 0.3275, 'learning_rate': 4.991518235793045e-05, 'epoch': 4.06}
{'loss': 0.1495, 'learning_rate': 4.9893977947413064e-05, 'epoch': 4.07}
{'loss': 0.3317, 'learning_rate': 4.9872773536895677e-05, 'epoch': 4.09}
{'loss': 0.22, 'learning_rate': 4.985156912637829e-05, 'epoch': 4.1}
{'loss': 0.2387, 'learning_rate': 4.98303647158609e-05, 'epoch': 4.12}
{'loss': 0.2124, 'learning_rate': 4.9809160305343514e-05, 'epoch': 4.13}
{'loss': 0.2499, 'learning_rate': 4.9787955894826126e-05, 'epoch': 4.15}
{'loss': 0.3272, 'learning_rate': 4.976675148430874e-05, 'epoch': 4.16}
{'loss': 0.3158, 'learning_rate': 4.974554707379135e-05, 'epoch': 4.18}
{'loss': 0.2443, 'learning_rate': 4.972434266327396e-05, 'epoch': 4.19}
{'loss': 0.1767, 'learning_rate': 4.9703138252756575e-05, 'epoch': 4.21}
{'loss': 0.1368, 'learning_rate': 4.968193384223919e-05, 'epoch': 4.22}
{'loss': 0.1796, 'learning_rate': 4.96607294317218e-05, 'epoch': 4.24}
{'loss': 0.2947, 'learning_rate': 4.963952502120441e-05, 'epoch': 4.25}
{'loss': 0.2634, 'learning_rate': 4.9618320610687025e-05, 'epoch': 4.27}
{'loss': 0.2855, 'learning_rate': 4.959711620016964e-05, 'epoch': 4.29}
{'loss': 0.2117, 'learning_rate': 4.957591178965225e-05, 'epoch': 4.3}
{'loss': 0.1984, 'learning_rate': 4.955470737913486e-05, 'epoch': 4.32}
{'loss': 0.1351, 'learning_rate': 4.9533502968617474e-05, 'epoch': 4.33}
{'loss': 0.1971, 'learning_rate': 4.9512298558100087e-05, 'epoch': 4.35}
{'loss': 0.2071, 'learning_rate': 4.94910941475827e-05, 'epoch': 4.36}
{'loss': 0.1806, 'learning_rate': 4.946988973706531e-05, 'epoch': 4.38}
{'loss': 0.3052, 'learning_rate': 4.9448685326547924e-05, 'epoch': 4.39}
{'loss': 0.1582, 'learning_rate': 4.9427480916030536e-05, 'epoch': 4.41}
{'loss': 0.1564, 'learning_rate': 4.940627650551315e-05, 'epoch': 4.42}
{'loss': 0.2781, 'learning_rate': 4.938507209499576e-05, 'epoch': 4.44}
{'loss': 0.2418, 'learning_rate': 4.936386768447838e-05, 'epoch': 4.45}
{'loss': 0.2661, 'learning_rate': 4.9342663273960985e-05, 'epoch': 4.47}
{'loss': 0.2499, 'learning_rate': 4.93214588634436e-05, 'epoch': 4.48}
{'loss': 0.1823, 'learning_rate': 4.930025445292621e-05, 'epoch': 4.5}
{'loss': 0.1274, 'learning_rate': 4.927905004240882e-05, 'epoch': 4.51}
{'loss': 0.2222, 'learning_rate': 4.9257845631891435e-05, 'epoch': 4.53}
{'loss': 0.1672, 'learning_rate': 4.923664122137405e-05, 'epoch': 4.54}
{'loss': 0.2844, 'learning_rate': 4.9215436810856666e-05, 'epoch': 4.56}
{'loss': 0.229, 'learning_rate': 4.919423240033927e-05, 'epoch': 4.57}
{'loss': 0.2073, 'learning_rate': 4.9173027989821884e-05, 'epoch': 4.59}
{'loss': 0.1439, 'learning_rate': 4.91518235793045e-05, 'epoch': 4.61}
{'loss': 0.1627, 'learning_rate': 4.913061916878711e-05, 'epoch': 4.62}
{'loss': 0.1821, 'learning_rate': 4.910941475826972e-05, 'epoch': 4.64}
{'loss': 0.2261, 'learning_rate': 4.9088210347752334e-05, 'epoch': 4.65}
{'loss': 0.2006, 'learning_rate': 4.906700593723495e-05, 'epoch': 4.67}
