
running ./paper_experiments.py -m 2 -d 2 -p 5 
{'loss': 2.1456, 'learning_rate': 1.9083969465648855e-07, 'epoch': 0.02}
{'loss': 0.6076, 'learning_rate': 1.5076335877862596e-05, 'epoch': 1.2}
{'loss': 0.5687, 'learning_rate': 1.5267175572519086e-05, 'epoch': 1.22}
{'loss': 0.5628, 'learning_rate': 1.5458015267175575e-05, 'epoch': 1.24}
{'loss': 0.451, 'learning_rate': 1.5648854961832064e-05, 'epoch': 1.25}
{'loss': 0.4917, 'learning_rate': 1.583969465648855e-05, 'epoch': 1.27}
{'loss': 0.5081, 'learning_rate': 1.6030534351145038e-05, 'epoch': 1.28}
{'loss': 0.5387, 'learning_rate': 1.6221374045801527e-05, 'epoch': 1.3}
{'loss': 0.5453, 'learning_rate': 1.6412213740458016e-05, 'epoch': 1.31}
{'loss': 0.4812, 'learning_rate': 1.6603053435114505e-05, 'epoch': 1.33}
{'loss': 0.387, 'learning_rate': 1.6793893129770993e-05, 'epoch': 1.34}
{'loss': 0.4107, 'learning_rate': 1.6984732824427482e-05, 'epoch': 1.36}
{'loss': 0.3081, 'learning_rate': 1.717557251908397e-05, 'epoch': 1.37}
{'loss': 0.449, 'learning_rate': 1.736641221374046e-05, 'epoch': 1.39}
{'loss': 0.3207, 'learning_rate': 1.7557251908396945e-05, 'epoch': 1.4}
{'loss': 0.2911, 'learning_rate': 1.7748091603053434e-05, 'epoch': 1.42}
{'loss': 0.3517, 'learning_rate': 1.7938931297709923e-05, 'epoch': 1.43}
{'loss': 0.3325, 'learning_rate': 1.812977099236641e-05, 'epoch': 1.45}
{'loss': 0.4083, 'learning_rate': 1.83206106870229e-05, 'epoch': 1.46}
{'loss': 0.3934, 'learning_rate': 1.851145038167939e-05, 'epoch': 1.48}
{'loss': 0.399, 'learning_rate': 1.8702290076335878e-05, 'epoch': 1.49}
{'loss': 0.4479, 'learning_rate': 1.8893129770992367e-05, 'epoch': 1.51}
{'loss': 0.4354, 'learning_rate': 1.9083969465648855e-05, 'epoch': 1.52}
{'loss': 0.3261, 'learning_rate': 1.9274809160305344e-05, 'epoch': 1.54}
{'loss': 0.3974, 'learning_rate': 1.9465648854961833e-05, 'epoch': 1.56}
{'loss': 0.3007, 'learning_rate': 1.9656488549618322e-05, 'epoch': 1.57}
{'loss': 0.5294, 'learning_rate': 1.984732824427481e-05, 'epoch': 1.59}
{'loss': 0.4092, 'learning_rate': 2.00381679389313e-05, 'epoch': 1.6}
{'loss': 0.3288, 'learning_rate': 2.0229007633587788e-05, 'epoch': 1.62}
{'loss': 0.287, 'learning_rate': 2.0419847328244277e-05, 'epoch': 1.63}
{'loss': 0.3484, 'learning_rate': 2.0610687022900766e-05, 'epoch': 1.65}
{'loss': 0.4223, 'learning_rate': 2.0801526717557255e-05, 'epoch': 1.66}
{'loss': 0.246, 'learning_rate': 2.099236641221374e-05, 'epoch': 1.68}
{'loss': 0.1961, 'learning_rate': 2.118320610687023e-05, 'epoch': 1.69}
{'loss': 0.3548, 'learning_rate': 2.1374045801526718e-05, 'epoch': 1.71}
{'loss': 0.2543, 'learning_rate': 2.1564885496183206e-05, 'epoch': 1.72}
{'loss': 0.2759, 'learning_rate': 2.1755725190839695e-05, 'epoch': 1.74}
{'loss': 0.2334, 'learning_rate': 2.1946564885496184e-05, 'epoch': 1.75}
{'loss': 0.2936, 'learning_rate': 2.2137404580152673e-05, 'epoch': 1.77}
{'loss': 0.221, 'learning_rate': 2.232824427480916e-05, 'epoch': 1.78}
{'loss': 0.3821, 'learning_rate': 2.2519083969465647e-05, 'epoch': 1.8}
{'loss': 0.232, 'learning_rate': 2.270992366412214e-05, 'epoch': 1.81}
{'loss': 0.1718, 'learning_rate': 2.2900763358778628e-05, 'epoch': 1.83}
{'loss': 0.1852, 'learning_rate': 2.3091603053435117e-05, 'epoch': 1.85}
{'loss': 0.4184, 'learning_rate': 2.3282442748091605e-05, 'epoch': 1.86}
{'loss': 0.2161, 'learning_rate': 2.3473282442748094e-05, 'epoch': 1.88}
{'loss': 0.224, 'learning_rate': 2.3664122137404583e-05, 'epoch': 1.89}
{'loss': 0.1932, 'learning_rate': 2.3854961832061072e-05, 'epoch': 1.91}
{'loss': 0.2726, 'learning_rate': 2.404580152671756e-05, 'epoch': 1.92}
{'loss': 0.291, 'learning_rate': 2.4236641221374046e-05, 'epoch': 1.94}
{'loss': 0.2242, 'learning_rate': 2.4427480916030535e-05, 'epoch': 1.95}
{'loss': 0.2882, 'learning_rate': 2.4618320610687024e-05, 'epoch': 1.97}
{'loss': 0.1972, 'learning_rate': 2.4809160305343512e-05, 'epoch': 1.98}
{'loss': 0.2426, 'learning_rate': 2.5e-05, 'epoch': 2.0}
testset on epoch 1.999237514296607 acc:  0.446875  prec  0.6433140165034755  rec  0.44687499999999997  f1  0.39944049597696624
{'eval_loss': 0.7462156414985657, 'eval_accuracy': 0.7666666666666667, 'eval_runtime': 13.1568, 'eval_samples_per_second': 22.802, 'eval_steps_per_second': 5.7, 'epoch': 2.0}
{'loss': 0.2334, 'learning_rate': 2.5190839694656487e-05, 'epoch': 2.01}
{'loss': 0.2145, 'learning_rate': 2.538167938931298e-05, 'epoch': 2.03}
{'loss': 0.1832, 'learning_rate': 2.5572519083969464e-05, 'epoch': 2.04}
{'loss': 0.2744, 'learning_rate': 2.5763358778625956e-05, 'epoch': 2.06}
{'loss': 0.3806, 'learning_rate': 2.5954198473282442e-05, 'epoch': 2.07}
{'loss': 0.1187, 'learning_rate': 2.6145038167938934e-05, 'epoch': 2.09}
{'loss': 0.1688, 'learning_rate': 2.633587786259542e-05, 'epoch': 2.1}
{'loss': 0.2486, 'learning_rate': 2.652671755725191e-05, 'epoch': 2.12}
{'loss': 0.2915, 'learning_rate': 2.6717557251908397e-05, 'epoch': 2.13}
{'loss': 0.3416, 'learning_rate': 2.6908396946564886e-05, 'epoch': 2.15}
{'loss': 0.1521, 'learning_rate': 2.7099236641221375e-05, 'epoch': 2.17}
{'loss': 0.209, 'learning_rate': 2.7290076335877863e-05, 'epoch': 2.18}
{'loss': 0.3743, 'learning_rate': 2.7480916030534355e-05, 'epoch': 2.2}
{'loss': 0.2335, 'learning_rate': 2.767175572519084e-05, 'epoch': 2.21}
{'loss': 0.1643, 'learning_rate': 2.7862595419847333e-05, 'epoch': 2.23}
{'loss': 0.1875, 'learning_rate': 2.805343511450382e-05, 'epoch': 2.24}
{'loss': 0.3307, 'learning_rate': 2.824427480916031e-05, 'epoch': 2.26}
{'loss': 0.2674, 'learning_rate': 2.8435114503816796e-05, 'epoch': 2.27}
{'loss': 0.1898, 'learning_rate': 2.862595419847328e-05, 'epoch': 2.29}
{'loss': 0.194, 'learning_rate': 2.8816793893129774e-05, 'epoch': 2.3}
{'loss': 0.2881, 'learning_rate': 2.900763358778626e-05, 'epoch': 2.32}
{'loss': 0.1827, 'learning_rate': 2.919847328244275e-05, 'epoch': 2.33}
{'loss': 0.3114, 'learning_rate': 2.9389312977099237e-05, 'epoch': 2.35}
{'loss': 0.2363, 'learning_rate': 2.958015267175573e-05, 'epoch': 2.36}
{'loss': 0.256, 'learning_rate': 2.9770992366412214e-05, 'epoch': 2.38}
{'loss': 0.1499, 'learning_rate': 2.9961832061068706e-05, 'epoch': 2.39}
{'loss': 0.2786, 'learning_rate': 3.0152671755725192e-05, 'epoch': 2.41}
{'loss': 0.1756, 'learning_rate': 3.0343511450381677e-05, 'epoch': 2.42}
{'loss': 0.1542, 'learning_rate': 3.053435114503817e-05, 'epoch': 2.44}
{'loss': 0.106, 'learning_rate': 3.0725190839694655e-05, 'epoch': 2.46}
{'loss': 0.4334, 'learning_rate': 3.091603053435115e-05, 'epoch': 2.47}
{'loss': 0.1651, 'learning_rate': 3.110687022900763e-05, 'epoch': 2.49}
{'loss': 0.1464, 'learning_rate': 3.129770992366413e-05, 'epoch': 2.5}
{'loss': 0.1778, 'learning_rate': 3.148854961832061e-05, 'epoch': 2.52}
{'loss': 0.1059, 'learning_rate': 3.16793893129771e-05, 'epoch': 2.53}
{'loss': 0.166, 'learning_rate': 3.187022900763359e-05, 'epoch': 2.55}
{'loss': 0.2506, 'learning_rate': 3.2061068702290076e-05, 'epoch': 2.56}
{'loss': 0.2782, 'learning_rate': 3.2251908396946565e-05, 'epoch': 2.58}
{'loss': 0.2589, 'learning_rate': 3.2442748091603054e-05, 'epoch': 2.59}
{'loss': 0.1821, 'learning_rate': 3.263358778625954e-05, 'epoch': 2.61}
{'loss': 0.2091, 'learning_rate': 3.282442748091603e-05, 'epoch': 2.62}
{'loss': 0.1776, 'learning_rate': 3.301526717557252e-05, 'epoch': 2.64}
{'loss': 0.1997, 'learning_rate': 3.320610687022901e-05, 'epoch': 2.65}
{'loss': 0.1955, 'learning_rate': 3.33969465648855e-05, 'epoch': 2.67}
{'loss': 0.2809, 'learning_rate': 3.358778625954199e-05, 'epoch': 2.68}
{'loss': 0.1706, 'learning_rate': 3.3778625954198475e-05, 'epoch': 2.7}
{'loss': 0.1084, 'learning_rate': 3.3969465648854964e-05, 'epoch': 2.71}
{'loss': 0.1293, 'learning_rate': 3.416030534351145e-05, 'epoch': 2.73}
{'loss': 0.1963, 'learning_rate': 3.435114503816794e-05, 'epoch': 2.74}
{'loss': 0.3178, 'learning_rate': 3.454198473282443e-05, 'epoch': 2.76}
{'loss': 0.1831, 'learning_rate': 3.473282442748092e-05, 'epoch': 2.78}
{'loss': 0.1166, 'learning_rate': 3.492366412213741e-05, 'epoch': 2.79}
{'loss': 0.1739, 'learning_rate': 3.511450381679389e-05, 'epoch': 2.81}
{'loss': 0.1408, 'learning_rate': 3.5305343511450386e-05, 'epoch': 2.82}
{'loss': 0.2808, 'learning_rate': 3.549618320610687e-05, 'epoch': 2.84}
{'loss': 0.1587, 'learning_rate': 3.568702290076336e-05, 'epoch': 2.85}
{'loss': 0.1029, 'learning_rate': 3.5877862595419845e-05, 'epoch': 2.87}
{'loss': 0.1644, 'learning_rate': 3.606870229007634e-05, 'epoch': 2.88}
{'loss': 0.1994, 'learning_rate': 3.625954198473282e-05, 'epoch': 2.9}
{'loss': 0.0807, 'learning_rate': 3.645038167938932e-05, 'epoch': 2.91}
{'loss': 0.0837, 'learning_rate': 3.66412213740458e-05, 'epoch': 2.93}
{'loss': 0.1177, 'learning_rate': 3.683206106870229e-05, 'epoch': 2.94}
{'loss': 0.3731, 'learning_rate': 3.702290076335878e-05, 'epoch': 2.96}
{'loss': 0.1362, 'learning_rate': 3.721374045801527e-05, 'epoch': 2.97}
{'loss': 0.2784, 'learning_rate': 3.7404580152671756e-05, 'epoch': 2.99}
testset on epoch 2.9996187571483035 acc:  0.521875  prec  0.6218963588582561  rec  0.5218750000000001  f1  0.500018799179745
{'eval_loss': 0.5773784518241882, 'eval_accuracy': 0.8366666666666667, 'eval_runtime': 13.0215, 'eval_samples_per_second': 23.039, 'eval_steps_per_second': 5.76, 'epoch': 3.0}
{'loss': 0.0793, 'learning_rate': 3.7595419847328244e-05, 'epoch': 3.0}
{'loss': 0.0508, 'learning_rate': 3.778625954198473e-05, 'epoch': 3.02}
{'loss': 0.2461, 'learning_rate': 3.797709923664122e-05, 'epoch': 3.03}
{'loss': 0.2478, 'learning_rate': 3.816793893129771e-05, 'epoch': 3.05}
{'loss': 0.1634, 'learning_rate': 3.83587786259542e-05, 'epoch': 3.07}
{'loss': 0.1046, 'learning_rate': 3.854961832061069e-05, 'epoch': 3.08}
{'loss': 0.1295, 'learning_rate': 3.874045801526718e-05, 'epoch': 3.1}
{'loss': 0.1518, 'learning_rate': 3.8931297709923666e-05, 'epoch': 3.11}
{'loss': 0.1427, 'learning_rate': 3.9122137404580155e-05, 'epoch': 3.13}
{'loss': 0.15, 'learning_rate': 3.9312977099236644e-05, 'epoch': 3.14}
{'loss': 0.1243, 'learning_rate': 3.950381679389313e-05, 'epoch': 3.16}
{'loss': 0.1105, 'learning_rate': 3.969465648854962e-05, 'epoch': 3.17}
{'loss': 0.116, 'learning_rate': 3.988549618320611e-05, 'epoch': 3.19}
{'loss': 0.1417, 'learning_rate': 4.00763358778626e-05, 'epoch': 3.2}
{'loss': 0.1517, 'learning_rate': 4.026717557251908e-05, 'epoch': 3.22}
{'loss': 0.1252, 'learning_rate': 4.0458015267175576e-05, 'epoch': 3.23}
{'loss': 0.3008, 'learning_rate': 4.064885496183206e-05, 'epoch': 3.25}
{'loss': 0.1564, 'learning_rate': 4.0839694656488554e-05, 'epoch': 3.26}
{'loss': 0.1102, 'learning_rate': 4.1030534351145036e-05, 'epoch': 3.28}
{'loss': 0.1261, 'learning_rate': 4.122137404580153e-05, 'epoch': 3.29}
{'loss': 0.154, 'learning_rate': 4.1412213740458014e-05, 'epoch': 3.31}
{'loss': 0.2809, 'learning_rate': 4.160305343511451e-05, 'epoch': 3.32}
{'loss': 0.2213, 'learning_rate': 4.1793893129771e-05, 'epoch': 3.34}
{'loss': 0.2425, 'learning_rate': 4.198473282442748e-05, 'epoch': 3.35}
{'loss': 0.2159, 'learning_rate': 4.2175572519083975e-05, 'epoch': 3.37}
{'loss': 0.1306, 'learning_rate': 4.236641221374046e-05, 'epoch': 3.39}
{'loss': 0.0701, 'learning_rate': 4.255725190839695e-05, 'epoch': 3.4}
{'loss': 0.1616, 'learning_rate': 4.2748091603053435e-05, 'epoch': 3.42}
{'loss': 0.1796, 'learning_rate': 4.293893129770993e-05, 'epoch': 3.43}
{'loss': 0.2611, 'learning_rate': 4.312977099236641e-05, 'epoch': 3.45}
{'loss': 0.2844, 'learning_rate': 4.332061068702291e-05, 'epoch': 3.46}
{'loss': 0.1555, 'learning_rate': 4.351145038167939e-05, 'epoch': 3.48}
{'loss': 0.152, 'learning_rate': 4.370229007633588e-05, 'epoch': 3.49}
{'loss': 0.1013, 'learning_rate': 4.389312977099237e-05, 'epoch': 3.51}
{'loss': 0.1533, 'learning_rate': 4.408396946564886e-05, 'epoch': 3.52}
{'loss': 0.2333, 'learning_rate': 4.4274809160305345e-05, 'epoch': 3.54}
{'loss': 0.2978, 'learning_rate': 4.4465648854961834e-05, 'epoch': 3.55}
{'loss': 0.1725, 'learning_rate': 4.465648854961832e-05, 'epoch': 3.57}
{'loss': 0.1722, 'learning_rate': 4.484732824427481e-05, 'epoch': 3.58}
{'loss': 0.1034, 'learning_rate': 4.5038167938931294e-05, 'epoch': 3.6}
{'loss': 0.0662, 'learning_rate': 4.522900763358779e-05, 'epoch': 3.61}
{'loss': 0.1347, 'learning_rate': 4.541984732824428e-05, 'epoch': 3.63}
{'loss': 0.1859, 'learning_rate': 4.561068702290077e-05, 'epoch': 3.64}
{'loss': 0.1914, 'learning_rate': 4.5801526717557256e-05, 'epoch': 3.66}
{'loss': 0.0436, 'learning_rate': 4.5992366412213745e-05, 'epoch': 3.68}
{'loss': 0.181, 'learning_rate': 4.618320610687023e-05, 'epoch': 3.69}
{'loss': 0.1173, 'learning_rate': 4.637404580152672e-05, 'epoch': 3.71}
{'loss': 0.1391, 'learning_rate': 4.656488549618321e-05, 'epoch': 3.72}
{'loss': 0.1342, 'learning_rate': 4.675572519083969e-05, 'epoch': 3.74}
{'loss': 0.1317, 'learning_rate': 4.694656488549619e-05, 'epoch': 3.75}
{'loss': 0.195, 'learning_rate': 4.713740458015267e-05, 'epoch': 3.77}
{'loss': 0.1109, 'learning_rate': 4.7328244274809166e-05, 'epoch': 3.78}
{'loss': 0.1139, 'learning_rate': 4.751908396946565e-05, 'epoch': 3.8}
{'loss': 0.132, 'learning_rate': 4.7709923664122144e-05, 'epoch': 3.81}
{'loss': 0.184, 'learning_rate': 4.7900763358778626e-05, 'epoch': 3.83}
{'loss': 0.2742, 'learning_rate': 4.809160305343512e-05, 'epoch': 3.84}
{'loss': 0.1148, 'learning_rate': 4.82824427480916e-05, 'epoch': 3.86}
{'loss': 0.1375, 'learning_rate': 4.847328244274809e-05, 'epoch': 3.87}
{'loss': 0.1045, 'learning_rate': 4.866412213740458e-05, 'epoch': 3.89}
{'loss': 0.0479, 'learning_rate': 4.885496183206107e-05, 'epoch': 3.9}
{'loss': 0.1538, 'learning_rate': 4.904580152671756e-05, 'epoch': 3.92}
{'loss': 0.1722, 'learning_rate': 4.923664122137405e-05, 'epoch': 3.93}
{'loss': 0.2122, 'learning_rate': 4.9427480916030536e-05, 'epoch': 3.95}
{'loss': 0.0467, 'learning_rate': 4.9618320610687025e-05, 'epoch': 3.96}
{'loss': 0.1746, 'learning_rate': 4.9809160305343514e-05, 'epoch': 3.98}
{'loss': 0.0968, 'learning_rate': 5e-05, 'epoch': 4.0}
testset on epoch 4.0 acc:  0.44375  prec  0.540937171640429  rec  0.44375  f1  0.4027062180491957
{'eval_loss': 0.42293018102645874, 'eval_accuracy': 0.89, 'eval_runtime': 12.5861, 'eval_samples_per_second': 23.836, 'eval_steps_per_second': 5.959, 'epoch': 4.0}
{'loss': 0.1, 'learning_rate': 4.9978795589482615e-05, 'epoch': 4.01}
{'loss': 0.2174, 'learning_rate': 4.995759117896523e-05, 'epoch': 4.03}
{'loss': 0.1173, 'learning_rate': 4.993638676844784e-05, 'epoch': 4.04}
{'loss': 0.1407, 'learning_rate': 4.991518235793045e-05, 'epoch': 4.06}
{'loss': 0.1273, 'learning_rate': 4.9893977947413064e-05, 'epoch': 4.07}
{'loss': 0.0972, 'learning_rate': 4.9872773536895677e-05, 'epoch': 4.09}
{'loss': 0.1126, 'learning_rate': 4.985156912637829e-05, 'epoch': 4.1}
{'loss': 0.1218, 'learning_rate': 4.98303647158609e-05, 'epoch': 4.12}
{'loss': 0.1178, 'learning_rate': 4.9809160305343514e-05, 'epoch': 4.13}
{'loss': 0.1016, 'learning_rate': 4.9787955894826126e-05, 'epoch': 4.15}
{'loss': 0.0926, 'learning_rate': 4.976675148430874e-05, 'epoch': 4.16}
{'loss': 0.2754, 'learning_rate': 4.974554707379135e-05, 'epoch': 4.18}
{'loss': 0.1765, 'learning_rate': 4.972434266327396e-05, 'epoch': 4.19}
{'loss': 0.0645, 'learning_rate': 4.9703138252756575e-05, 'epoch': 4.21}
{'loss': 0.1178, 'learning_rate': 4.968193384223919e-05, 'epoch': 4.22}
{'loss': 0.0911, 'learning_rate': 4.96607294317218e-05, 'epoch': 4.24}
{'loss': 0.1871, 'learning_rate': 4.963952502120441e-05, 'epoch': 4.25}
{'loss': 0.1624, 'learning_rate': 4.9618320610687025e-05, 'epoch': 4.27}
{'loss': 0.1575, 'learning_rate': 4.959711620016964e-05, 'epoch': 4.29}
{'loss': 0.1133, 'learning_rate': 4.957591178965225e-05, 'epoch': 4.3}
{'loss': 0.1211, 'learning_rate': 4.955470737913486e-05, 'epoch': 4.32}
{'loss': 0.1778, 'learning_rate': 4.9533502968617474e-05, 'epoch': 4.33}
{'loss': 0.097, 'learning_rate': 4.9512298558100087e-05, 'epoch': 4.35}
{'loss': 0.1845, 'learning_rate': 4.94910941475827e-05, 'epoch': 4.36}
{'loss': 0.0922, 'learning_rate': 4.946988973706531e-05, 'epoch': 4.38}
{'loss': 0.2749, 'learning_rate': 4.9448685326547924e-05, 'epoch': 4.39}
{'loss': 0.0563, 'learning_rate': 4.9427480916030536e-05, 'epoch': 4.41}
{'loss': 0.203, 'learning_rate': 4.940627650551315e-05, 'epoch': 4.42}
{'loss': 0.0995, 'learning_rate': 4.938507209499576e-05, 'epoch': 4.44}
{'loss': 0.1707, 'learning_rate': 4.936386768447838e-05, 'epoch': 4.45}
{'loss': 0.145, 'learning_rate': 4.9342663273960985e-05, 'epoch': 4.47}
{'loss': 0.1439, 'learning_rate': 4.93214588634436e-05, 'epoch': 4.48}
{'loss': 0.0824, 'learning_rate': 4.930025445292621e-05, 'epoch': 4.5}
{'loss': 0.025, 'learning_rate': 4.927905004240882e-05, 'epoch': 4.51}
{'loss': 0.1302, 'learning_rate': 4.9257845631891435e-05, 'epoch': 4.53}
{'loss': 0.1279, 'learning_rate': 4.923664122137405e-05, 'epoch': 4.54}
{'loss': 0.0632, 'learning_rate': 4.9215436810856666e-05, 'epoch': 4.56}
{'loss': 0.1633, 'learning_rate': 4.919423240033927e-05, 'epoch': 4.57}
{'loss': 0.0936, 'learning_rate': 4.9173027989821884e-05, 'epoch': 4.59}
{'loss': 0.0964, 'learning_rate': 4.91518235793045e-05, 'epoch': 4.61}
{'loss': 0.1168, 'learning_rate': 4.913061916878711e-05, 'epoch': 4.62}
{'loss': 0.1031, 'learning_rate': 4.910941475826972e-05, 'epoch': 4.64}
{'loss': 0.0899, 'learning_rate': 4.9088210347752334e-05, 'epoch': 4.65}
{'loss': 0.1165, 'learning_rate': 4.906700593723495e-05, 'epoch': 4.67}
