
running ./paper_experiments.py -m 3 -d 0 -p 3 
{'loss': 2.1948, 'learning_rate': 3.9682539682539683e-07, 'epoch': 0.03}
{'loss': 0.0919, 'learning_rate': 2.3015873015873015e-05, 'epoch': 1.84}
{'loss': 0.1441, 'learning_rate': 2.3412698412698414e-05, 'epoch': 1.87}
{'loss': 0.0863, 'learning_rate': 2.380952380952381e-05, 'epoch': 1.9}
{'loss': 0.1062, 'learning_rate': 2.4206349206349206e-05, 'epoch': 1.93}
{'loss': 0.1573, 'learning_rate': 2.4603174603174602e-05, 'epoch': 1.97}
{'loss': 0.1139, 'learning_rate': 2.5e-05, 'epoch': 2.0}
testset on epoch 2.0 acc:  0.475  prec  0.5693215300784469  rec  0.475  f1  0.4507515415570998
{'eval_loss': 0.2868145704269409, 'eval_accuracy': 0.92, 'eval_runtime': 7.4733, 'eval_samples_per_second': 40.143, 'eval_steps_per_second': 5.085, 'epoch': 2.0}
{'loss': 0.1158, 'learning_rate': 2.5396825396825397e-05, 'epoch': 2.03}
{'loss': 0.0596, 'learning_rate': 2.5793650793650796e-05, 'epoch': 2.06}
{'loss': 0.0876, 'learning_rate': 2.6190476190476192e-05, 'epoch': 2.09}
{'loss': 0.0928, 'learning_rate': 2.6587301587301588e-05, 'epoch': 2.12}
{'loss': 0.0931, 'learning_rate': 2.6984126984126984e-05, 'epoch': 2.16}
{'loss': 0.014, 'learning_rate': 2.7380952380952383e-05, 'epoch': 2.19}
{'loss': 0.0829, 'learning_rate': 2.777777777777778e-05, 'epoch': 2.22}
{'loss': 0.0298, 'learning_rate': 2.8174603174603175e-05, 'epoch': 2.25}
{'loss': 0.0663, 'learning_rate': 2.857142857142857e-05, 'epoch': 2.28}
{'loss': 0.2172, 'learning_rate': 2.8968253968253974e-05, 'epoch': 2.31}
{'loss': 0.0249, 'learning_rate': 2.9365079365079366e-05, 'epoch': 2.35}
{'loss': 0.102, 'learning_rate': 2.9761904761904762e-05, 'epoch': 2.38}
{'loss': 0.0325, 'learning_rate': 3.0158730158730158e-05, 'epoch': 2.41}
{'loss': 0.0909, 'learning_rate': 3.055555555555556e-05, 'epoch': 2.44}
{'loss': 0.139, 'learning_rate': 3.095238095238095e-05, 'epoch': 2.47}
{'loss': 0.0393, 'learning_rate': 3.134920634920635e-05, 'epoch': 2.5}
{'loss': 0.1029, 'learning_rate': 3.1746031746031745e-05, 'epoch': 2.54}
{'loss': 0.0946, 'learning_rate': 3.2142857142857144e-05, 'epoch': 2.57}
{'loss': 0.1511, 'learning_rate': 3.253968253968254e-05, 'epoch': 2.6}
{'loss': 0.0864, 'learning_rate': 3.2936507936507936e-05, 'epoch': 2.63}
{'loss': 0.1043, 'learning_rate': 3.3333333333333335e-05, 'epoch': 2.66}
{'loss': 0.032, 'learning_rate': 3.3730158730158734e-05, 'epoch': 2.69}
{'loss': 0.0993, 'learning_rate': 3.412698412698413e-05, 'epoch': 2.73}
{'loss': 0.0957, 'learning_rate': 3.4523809523809526e-05, 'epoch': 2.76}
{'loss': 0.0826, 'learning_rate': 3.492063492063492e-05, 'epoch': 2.79}
{'loss': 0.1213, 'learning_rate': 3.5317460317460324e-05, 'epoch': 2.82}
{'loss': 0.1202, 'learning_rate': 3.571428571428572e-05, 'epoch': 2.85}
{'loss': 0.101, 'learning_rate': 3.611111111111111e-05, 'epoch': 2.88}
{'loss': 0.0657, 'learning_rate': 3.650793650793651e-05, 'epoch': 2.92}
{'loss': 0.1994, 'learning_rate': 3.690476190476191e-05, 'epoch': 2.95}
{'loss': 0.0546, 'learning_rate': 3.730158730158731e-05, 'epoch': 2.98}
testset on epoch 2.9984152139461173 acc:  0.5722222222222222  prec  0.6489114812194605  rec  0.5722222222222223  f1  0.547834085870927
{'eval_loss': 0.541827917098999, 'eval_accuracy': 0.8933333333333333, 'eval_runtime': 7.6129, 'eval_samples_per_second': 39.407, 'eval_steps_per_second': 4.992, 'epoch': 3.0}
{'loss': 0.0683, 'learning_rate': 3.76984126984127e-05, 'epoch': 3.01}
{'loss': 0.0453, 'learning_rate': 3.809523809523809e-05, 'epoch': 3.04}
{'loss': 0.1032, 'learning_rate': 3.84920634920635e-05, 'epoch': 3.07}
{'loss': 0.1484, 'learning_rate': 3.888888888888889e-05, 'epoch': 3.11}
{'loss': 0.1071, 'learning_rate': 3.928571428571429e-05, 'epoch': 3.14}
{'loss': 0.0986, 'learning_rate': 3.968253968253968e-05, 'epoch': 3.17}
{'loss': 0.0529, 'learning_rate': 4.007936507936508e-05, 'epoch': 3.2}
{'loss': 0.0948, 'learning_rate': 4.047619047619048e-05, 'epoch': 3.23}
{'loss': 0.0272, 'learning_rate': 4.0873015873015874e-05, 'epoch': 3.26}
{'loss': 0.0245, 'learning_rate': 4.126984126984127e-05, 'epoch': 3.3}
{'loss': 0.0982, 'learning_rate': 4.166666666666667e-05, 'epoch': 3.33}
{'loss': 0.0634, 'learning_rate': 4.2063492063492065e-05, 'epoch': 3.36}
{'loss': 0.1283, 'learning_rate': 4.2460317460317464e-05, 'epoch': 3.39}
{'loss': 0.0987, 'learning_rate': 4.2857142857142856e-05, 'epoch': 3.42}
{'loss': 0.0633, 'learning_rate': 4.3253968253968256e-05, 'epoch': 3.45}
{'loss': 0.0668, 'learning_rate': 4.3650793650793655e-05, 'epoch': 3.49}
{'loss': 0.1082, 'learning_rate': 4.404761904761905e-05, 'epoch': 3.52}
{'loss': 0.06, 'learning_rate': 4.4444444444444447e-05, 'epoch': 3.55}
{'loss': 0.0831, 'learning_rate': 4.4841269841269846e-05, 'epoch': 3.58}
{'loss': 0.106, 'learning_rate': 4.523809523809524e-05, 'epoch': 3.61}
{'loss': 0.1251, 'learning_rate': 4.563492063492064e-05, 'epoch': 3.65}
{'loss': 0.0475, 'learning_rate': 4.603174603174603e-05, 'epoch': 3.68}
{'loss': 0.0239, 'learning_rate': 4.642857142857143e-05, 'epoch': 3.71}
{'loss': 0.0546, 'learning_rate': 4.682539682539683e-05, 'epoch': 3.74}
{'loss': 0.1428, 'learning_rate': 4.722222222222222e-05, 'epoch': 3.77}
{'loss': 0.1137, 'learning_rate': 4.761904761904762e-05, 'epoch': 3.8}
{'loss': 0.1889, 'learning_rate': 4.801587301587302e-05, 'epoch': 3.84}
{'loss': 0.117, 'learning_rate': 4.841269841269841e-05, 'epoch': 3.87}
{'loss': 0.0379, 'learning_rate': 4.880952380952381e-05, 'epoch': 3.9}
{'loss': 0.0683, 'learning_rate': 4.9206349206349204e-05, 'epoch': 3.93}
{'loss': 0.0467, 'learning_rate': 4.960317460317461e-05, 'epoch': 3.96}
{'loss': 0.1888, 'learning_rate': 5e-05, 'epoch': 3.99}
testset on epoch 4.0 acc:  0.4111111111111111  prec  0.5839518844646072  rec  0.41111111111111115  f1  0.30686834515357475
{'eval_loss': 0.9163954854011536, 'eval_accuracy': 0.8033333333333333, 'eval_runtime': 7.1186, 'eval_samples_per_second': 42.143, 'eval_steps_per_second': 5.338, 'epoch': 4.0}
{'loss': 0.1649, 'learning_rate': 4.995590828924163e-05, 'epoch': 4.03}
{'loss': 0.0297, 'learning_rate': 4.991181657848325e-05, 'epoch': 4.06}
{'loss': 0.1122, 'learning_rate': 4.986772486772487e-05, 'epoch': 4.09}
{'loss': 0.0543, 'learning_rate': 4.982363315696649e-05, 'epoch': 4.12}
{'loss': 0.0296, 'learning_rate': 4.977954144620812e-05, 'epoch': 4.15}
{'loss': 0.136, 'learning_rate': 4.973544973544973e-05, 'epoch': 4.18}
{'loss': 0.1236, 'learning_rate': 4.969135802469136e-05, 'epoch': 4.22}
{'loss': 0.0673, 'learning_rate': 4.9647266313932984e-05, 'epoch': 4.25}
{'loss': 0.0867, 'learning_rate': 4.960317460317461e-05, 'epoch': 4.28}
{'loss': 0.084, 'learning_rate': 4.955908289241622e-05, 'epoch': 4.31}
{'loss': 0.0619, 'learning_rate': 4.951499118165785e-05, 'epoch': 4.34}
{'loss': 0.0412, 'learning_rate': 4.9470899470899475e-05, 'epoch': 4.37}
{'loss': 0.1006, 'learning_rate': 4.94268077601411e-05, 'epoch': 4.41}
{'loss': 0.0679, 'learning_rate': 4.938271604938271e-05, 'epoch': 4.44}
{'loss': 0.0452, 'learning_rate': 4.933862433862434e-05, 'epoch': 4.47}
{'loss': 0.087, 'learning_rate': 4.9294532627865965e-05, 'epoch': 4.5}
{'loss': 0.0235, 'learning_rate': 4.9250440917107585e-05, 'epoch': 4.53}
{'loss': 0.1035, 'learning_rate': 4.9206349206349204e-05, 'epoch': 4.56}
{'loss': 0.1371, 'learning_rate': 4.916225749559083e-05, 'epoch': 4.6}
{'loss': 0.0977, 'learning_rate': 4.9118165784832456e-05, 'epoch': 4.63}
{'loss': 0.0994, 'learning_rate': 4.9074074074074075e-05, 'epoch': 4.66}
{'loss': 0.1289, 'learning_rate': 4.9029982363315695e-05, 'epoch': 4.69}
{'loss': 0.0661, 'learning_rate': 4.898589065255732e-05, 'epoch': 4.72}
{'loss': 0.0836, 'learning_rate': 4.894179894179895e-05, 'epoch': 4.75}
{'loss': 0.0969, 'learning_rate': 4.8897707231040566e-05, 'epoch': 4.79}
{'loss': 0.049, 'learning_rate': 4.8853615520282185e-05, 'epoch': 4.82}
{'loss': 0.038, 'learning_rate': 4.880952380952381e-05, 'epoch': 4.85}
{'loss': 0.086, 'learning_rate': 4.876543209876544e-05, 'epoch': 4.88}
{'loss': 0.0641, 'learning_rate': 4.872134038800706e-05, 'epoch': 4.91}
{'loss': 0.0201, 'learning_rate': 4.8677248677248676e-05, 'epoch': 4.94}
{'loss': 0.0418, 'learning_rate': 4.86331569664903e-05, 'epoch': 4.98}
testset on epoch 4.998415213946117 acc:  0.5833333333333334  prec  0.6765492126062992  rec  0.5833333333333334  f1  0.5269688573835699
{'eval_loss': 0.6554453372955322, 'eval_accuracy': 0.8933333333333333, 'eval_runtime': 7.6653, 'eval_samples_per_second': 39.137, 'eval_steps_per_second': 4.957, 'epoch': 5.0}
{'loss': 0.0414, 'learning_rate': 4.858906525573193e-05, 'epoch': 5.01}
{'loss': 0.0397, 'learning_rate': 4.854497354497355e-05, 'epoch': 5.04}
{'loss': 0.0041, 'learning_rate': 4.850088183421517e-05, 'epoch': 5.07}
{'loss': 0.0293, 'learning_rate': 4.845679012345679e-05, 'epoch': 5.1}
{'loss': 0.008, 'learning_rate': 4.841269841269841e-05, 'epoch': 5.13}
{'loss': 0.032, 'learning_rate': 4.836860670194004e-05, 'epoch': 5.17}
{'loss': 0.0328, 'learning_rate': 4.832451499118166e-05, 'epoch': 5.2}
{'loss': 0.0599, 'learning_rate': 4.8280423280423284e-05, 'epoch': 5.23}
{'loss': 0.1108, 'learning_rate': 4.82363315696649e-05, 'epoch': 5.26}
{'loss': 0.015, 'learning_rate': 4.819223985890653e-05, 'epoch': 5.29}
{'loss': 0.0402, 'learning_rate': 4.814814814814815e-05, 'epoch': 5.32}
{'loss': 0.027, 'learning_rate': 4.8104056437389774e-05, 'epoch': 5.36}
{'loss': 0.0993, 'learning_rate': 4.8059964726631394e-05, 'epoch': 5.39}
{'loss': 0.0088, 'learning_rate': 4.801587301587302e-05, 'epoch': 5.42}
{'loss': 0.0524, 'learning_rate': 4.797178130511464e-05, 'epoch': 5.45}
{'loss': 0.0374, 'learning_rate': 4.7927689594356265e-05, 'epoch': 5.48}
{'loss': 0.0357, 'learning_rate': 4.7883597883597884e-05, 'epoch': 5.52}
{'loss': 0.0193, 'learning_rate': 4.783950617283951e-05, 'epoch': 5.55}
{'loss': 0.0097, 'learning_rate': 4.779541446208113e-05, 'epoch': 5.58}
{'loss': 0.0145, 'learning_rate': 4.7751322751322756e-05, 'epoch': 5.61}
{'loss': 0.0436, 'learning_rate': 4.7707231040564375e-05, 'epoch': 5.64}
{'loss': 0.1692, 'learning_rate': 4.7663139329806e-05, 'epoch': 5.67}
{'loss': 0.0742, 'learning_rate': 4.761904761904762e-05, 'epoch': 5.71}
{'loss': 0.0663, 'learning_rate': 4.757495590828924e-05, 'epoch': 5.74}
{'loss': 0.0673, 'learning_rate': 4.7530864197530866e-05, 'epoch': 5.77}
{'loss': 0.0405, 'learning_rate': 4.748677248677249e-05, 'epoch': 5.8}
{'loss': 0.0058, 'learning_rate': 4.744268077601411e-05, 'epoch': 5.83}
{'loss': 0.0708, 'learning_rate': 4.739858906525573e-05, 'epoch': 5.86}
{'loss': 0.0761, 'learning_rate': 4.7354497354497356e-05, 'epoch': 5.9}
{'loss': 0.0499, 'learning_rate': 4.731040564373898e-05, 'epoch': 5.93}
{'loss': 0.037, 'learning_rate': 4.72663139329806e-05, 'epoch': 5.96}
{'loss': 0.0459, 'learning_rate': 4.722222222222222e-05, 'epoch': 5.99}
testset on epoch 6.0 acc:  0.5305555555555556  prec  0.544932052791663  rec  0.5305555555555556  f1  0.5040857215937189
{'eval_loss': 0.29182204604148865, 'eval_accuracy': 0.9366666666666666, 'eval_runtime': 7.827, 'eval_samples_per_second': 38.329, 'eval_steps_per_second': 4.855, 'epoch': 6.0}
{'loss': 0.0336, 'learning_rate': 4.717813051146385e-05, 'epoch': 6.02}
{'loss': 0.0477, 'learning_rate': 4.713403880070547e-05, 'epoch': 6.05}
{'loss': 0.0192, 'learning_rate': 4.708994708994709e-05, 'epoch': 6.09}
{'loss': 0.041, 'learning_rate': 4.704585537918871e-05, 'epoch': 6.12}
{'loss': 0.0201, 'learning_rate': 4.700176366843034e-05, 'epoch': 6.15}
{'loss': 0.0392, 'learning_rate': 4.6957671957671964e-05, 'epoch': 6.18}
{'loss': 0.0461, 'learning_rate': 4.691358024691358e-05, 'epoch': 6.21}
{'loss': 0.034, 'learning_rate': 4.68694885361552e-05, 'epoch': 6.24}
{'loss': 0.0164, 'learning_rate': 4.682539682539683e-05, 'epoch': 6.28}
{'loss': 0.0168, 'learning_rate': 4.6781305114638455e-05, 'epoch': 6.31}
{'loss': 0.0955, 'learning_rate': 4.673721340388007e-05, 'epoch': 6.34}
{'loss': 0.037, 'learning_rate': 4.669312169312169e-05, 'epoch': 6.37}
{'loss': 0.085, 'learning_rate': 4.664902998236332e-05, 'epoch': 6.4}
{'loss': 0.0424, 'learning_rate': 4.6604938271604945e-05, 'epoch': 6.43}
{'loss': 0.0283, 'learning_rate': 4.656084656084656e-05, 'epoch': 6.47}
{'loss': 0.0087, 'learning_rate': 4.6516754850088184e-05, 'epoch': 6.5}
{'loss': 0.0145, 'learning_rate': 4.647266313932981e-05, 'epoch': 6.53}
{'loss': 0.0635, 'learning_rate': 4.642857142857143e-05, 'epoch': 6.56}
{'loss': 0.0056, 'learning_rate': 4.638447971781305e-05, 'epoch': 6.59}
{'loss': 0.0234, 'learning_rate': 4.6340388007054675e-05, 'epoch': 6.62}
{'loss': 0.0227, 'learning_rate': 4.62962962962963e-05, 'epoch': 6.66}
{'loss': 0.054, 'learning_rate': 4.625220458553792e-05, 'epoch': 6.69}
{'loss': 0.0092, 'learning_rate': 4.620811287477954e-05, 'epoch': 6.72}
{'loss': 0.0397, 'learning_rate': 4.6164021164021165e-05, 'epoch': 6.75}
{'loss': 0.0413, 'learning_rate': 4.611992945326279e-05, 'epoch': 6.78}
{'loss': 0.0027, 'learning_rate': 4.607583774250441e-05, 'epoch': 6.81}
{'loss': 0.0394, 'learning_rate': 4.603174603174603e-05, 'epoch': 6.85}
{'loss': 0.0175, 'learning_rate': 4.5987654320987656e-05, 'epoch': 6.88}
{'loss': 0.0266, 'learning_rate': 4.594356261022928e-05, 'epoch': 6.91}
{'loss': 0.0958, 'learning_rate': 4.58994708994709e-05, 'epoch': 6.94}
{'loss': 0.0125, 'learning_rate': 4.585537918871252e-05, 'epoch': 6.97}
testset on epoch 6.998415213946117 acc:  0.5319444444444444  prec  0.680631123548311  rec  0.5319444444444444  f1  0.47310789025596606
{'eval_loss': 0.8048734068870544, 'eval_accuracy': 0.87, 'eval_runtime': 7.6665, 'eval_samples_per_second': 39.131, 'eval_steps_per_second': 4.957, 'epoch': 7.0}
{'loss': 0.0082, 'learning_rate': 4.581128747795415e-05, 'epoch': 7.0}
{'loss': 0.0793, 'learning_rate': 4.576719576719577e-05, 'epoch': 7.04}
{'loss': 0.0174, 'learning_rate': 4.572310405643739e-05, 'epoch': 7.07}
{'loss': 0.0529, 'learning_rate': 4.567901234567901e-05, 'epoch': 7.1}
{'loss': 0.0085, 'learning_rate': 4.563492063492064e-05, 'epoch': 7.13}
{'loss': 0.0225, 'learning_rate': 4.559082892416226e-05, 'epoch': 7.16}
{'loss': 0.0083, 'learning_rate': 4.554673721340388e-05, 'epoch': 7.19}
{'loss': 0.0031, 'learning_rate': 4.55026455026455e-05, 'epoch': 7.23}
{'loss': 0.0301, 'learning_rate': 4.545855379188713e-05, 'epoch': 7.26}
{'loss': 0.0177, 'learning_rate': 4.541446208112875e-05, 'epoch': 7.29}
{'loss': 0.0556, 'learning_rate': 4.5370370370370374e-05, 'epoch': 7.32}
{'loss': 0.0189, 'learning_rate': 4.532627865961199e-05, 'epoch': 7.35}
{'loss': 0.0123, 'learning_rate': 4.528218694885362e-05, 'epoch': 7.39}
{'loss': 0.0533, 'learning_rate': 4.523809523809524e-05, 'epoch': 7.42}
{'loss': 0.0309, 'learning_rate': 4.5194003527336864e-05, 'epoch': 7.45}
{'loss': 0.0599, 'learning_rate': 4.5149911816578484e-05, 'epoch': 7.48}
{'loss': 0.0021, 'learning_rate': 4.510582010582011e-05, 'epoch': 7.51}
{'loss': 0.0685, 'learning_rate': 4.506172839506173e-05, 'epoch': 7.54}
{'loss': 0.042, 'learning_rate': 4.5017636684303355e-05, 'epoch': 7.58}
{'loss': 0.0012, 'learning_rate': 4.4973544973544974e-05, 'epoch': 7.61}
{'loss': 0.0801, 'learning_rate': 4.49294532627866e-05, 'epoch': 7.64}
{'loss': 0.0161, 'learning_rate': 4.488536155202822e-05, 'epoch': 7.67}
{'loss': 0.0183, 'learning_rate': 4.4841269841269846e-05, 'epoch': 7.7}
{'loss': 0.0048, 'learning_rate': 4.4797178130511465e-05, 'epoch': 7.73}
{'loss': 0.0288, 'learning_rate': 4.4753086419753084e-05, 'epoch': 7.77}
{'loss': 0.0406, 'learning_rate': 4.470899470899471e-05, 'epoch': 7.8}
{'loss': 0.0368, 'learning_rate': 4.4664902998236337e-05, 'epoch': 7.83}
{'loss': 0.0132, 'learning_rate': 4.4620811287477956e-05, 'epoch': 7.86}
{'loss': 0.0175, 'learning_rate': 4.4576719576719575e-05, 'epoch': 7.89}
{'loss': 0.0121, 'learning_rate': 4.45326278659612e-05, 'epoch': 7.92}
{'loss': 0.073, 'learning_rate': 4.448853615520283e-05, 'epoch': 7.96}
{'loss': 0.03, 'learning_rate': 4.4444444444444447e-05, 'epoch': 7.99}
testset on epoch 8.0 acc:  0.4736111111111111  prec  0.6300917337408835  rec  0.4736111111111111  f1  0.4310049194435624
{'eval_loss': 0.6891269087791443, 'eval_accuracy': 0.8966666666666666, 'eval_runtime': 7.9213, 'eval_samples_per_second': 37.873, 'eval_steps_per_second': 4.797, 'epoch': 8.0}
{'loss': 0.0075, 'learning_rate': 4.4400352733686066e-05, 'epoch': 8.02}
{'loss': 0.0355, 'learning_rate': 4.435626102292769e-05, 'epoch': 8.05}
{'loss': 0.066, 'learning_rate': 4.431216931216932e-05, 'epoch': 8.08}
{'loss': 0.0009, 'learning_rate': 4.426807760141094e-05, 'epoch': 8.11}
{'loss': 0.0461, 'learning_rate': 4.4223985890652557e-05, 'epoch': 8.15}
{'loss': 0.0231, 'learning_rate': 4.417989417989418e-05, 'epoch': 8.18}
{'loss': 0.0192, 'learning_rate': 4.413580246913581e-05, 'epoch': 8.21}
{'loss': 0.031, 'learning_rate': 4.409171075837743e-05, 'epoch': 8.24}
{'loss': 0.0284, 'learning_rate': 4.404761904761905e-05, 'epoch': 8.27}
{'loss': 0.0642, 'learning_rate': 4.400352733686067e-05, 'epoch': 8.3}
{'loss': 0.0194, 'learning_rate': 4.39594356261023e-05, 'epoch': 8.34}
{'loss': 0.0547, 'learning_rate': 4.391534391534391e-05, 'epoch': 8.37}
{'loss': 0.0288, 'learning_rate': 4.387125220458554e-05, 'epoch': 8.4}
{'loss': 0.0119, 'learning_rate': 4.3827160493827164e-05, 'epoch': 8.43}
{'loss': 0.0194, 'learning_rate': 4.378306878306879e-05, 'epoch': 8.46}
{'loss': 0.017, 'learning_rate': 4.37389770723104e-05, 'epoch': 8.49}
{'loss': 0.0003, 'learning_rate': 4.369488536155203e-05, 'epoch': 8.53}
{'loss': 0.0213, 'learning_rate': 4.3650793650793655e-05, 'epoch': 8.56}
{'loss': 0.0381, 'learning_rate': 4.3606701940035274e-05, 'epoch': 8.59}
{'loss': 0.0951, 'learning_rate': 4.3562610229276893e-05, 'epoch': 8.62}
{'loss': 0.016, 'learning_rate': 4.351851851851852e-05, 'epoch': 8.65}
{'loss': 0.0092, 'learning_rate': 4.3474426807760146e-05, 'epoch': 8.68}
{'loss': 0.0275, 'learning_rate': 4.3430335097001765e-05, 'epoch': 8.72}
{'loss': 0.0017, 'learning_rate': 4.3386243386243384e-05, 'epoch': 8.75}
{'loss': 0.0305, 'learning_rate': 4.334215167548501e-05, 'epoch': 8.78}
{'loss': 0.0001, 'learning_rate': 4.3298059964726636e-05, 'epoch': 8.81}
{'loss': 0.0544, 'learning_rate': 4.3253968253968256e-05, 'epoch': 8.84}
{'loss': 0.0225, 'learning_rate': 4.3209876543209875e-05, 'epoch': 8.87}
{'loss': 0.0051, 'learning_rate': 4.31657848324515e-05, 'epoch': 8.91}
{'loss': 0.0081, 'learning_rate': 4.312169312169313e-05, 'epoch': 8.94}
{'loss': 0.0177, 'learning_rate': 4.3077601410934746e-05, 'epoch': 8.97}
testset on epoch 8.998415213946117 acc:  0.4875  prec  0.6146475982005559  rec  0.48750000000000004  f1  0.43689566444589656
{'eval_loss': 0.8717612624168396, 'eval_accuracy': 0.8766666666666667, 'eval_runtime': 8.0629, 'eval_samples_per_second': 37.208, 'eval_steps_per_second': 4.713, 'epoch': 9.0}
{'loss': 0.0176, 'learning_rate': 4.3033509700176366e-05, 'epoch': 9.0}
{'loss': 0.0567, 'learning_rate': 4.298941798941799e-05, 'epoch': 9.03}
{'loss': 0.0062, 'learning_rate': 4.294532627865962e-05, 'epoch': 9.06}
{'loss': 0.0088, 'learning_rate': 4.290123456790124e-05, 'epoch': 9.1}
{'loss': 0.0001, 'learning_rate': 4.2857142857142856e-05, 'epoch': 9.13}
