
running ./paper_experiments.py -m 1 -d 2 -p 5 
{'loss': 2.1521, 'learning_rate': 3.810975609756098e-07, 'epoch': 0.03}
{'loss': 0.5796, 'learning_rate': 1.9435975609756098e-05, 'epoch': 1.55}
{'loss': 0.5212, 'learning_rate': 1.9817073170731708e-05, 'epoch': 1.59}
{'loss': 0.4627, 'learning_rate': 2.0198170731707318e-05, 'epoch': 1.62}
{'loss': 0.5151, 'learning_rate': 2.0579268292682928e-05, 'epoch': 1.65}
{'loss': 0.4864, 'learning_rate': 2.0960365853658538e-05, 'epoch': 1.68}
{'loss': 0.5335, 'learning_rate': 2.134146341463415e-05, 'epoch': 1.71}
{'loss': 0.4709, 'learning_rate': 2.172256097560976e-05, 'epoch': 1.74}
{'loss': 0.4268, 'learning_rate': 2.210365853658537e-05, 'epoch': 1.77}
{'loss': 0.445, 'learning_rate': 2.248475609756098e-05, 'epoch': 1.8}
{'loss': 0.3859, 'learning_rate': 2.286585365853659e-05, 'epoch': 1.83}
{'loss': 0.4411, 'learning_rate': 2.32469512195122e-05, 'epoch': 1.86}
{'loss': 0.4002, 'learning_rate': 2.3628048780487806e-05, 'epoch': 1.89}
{'loss': 0.372, 'learning_rate': 2.4009146341463416e-05, 'epoch': 1.92}
{'loss': 0.3341, 'learning_rate': 2.4390243902439026e-05, 'epoch': 1.95}
{'loss': 0.4513, 'learning_rate': 2.4771341463414636e-05, 'epoch': 1.98}
testset on epoch 2.0 acc:  0.39375  prec  0.5233437851908028  rec  0.39375  f1  0.3581374574645626
{'eval_loss': 0.5160829424858093, 'eval_accuracy': 0.83, 'eval_runtime': 7.215, 'eval_samples_per_second': 41.58, 'eval_steps_per_second': 5.267, 'epoch': 2.0}
{'loss': 0.3614, 'learning_rate': 2.5152439024390246e-05, 'epoch': 2.01}
{'loss': 0.3447, 'learning_rate': 2.5533536585365853e-05, 'epoch': 2.04}
{'loss': 0.3975, 'learning_rate': 2.5914634146341466e-05, 'epoch': 2.07}
{'loss': 0.3124, 'learning_rate': 2.6295731707317073e-05, 'epoch': 2.1}
{'loss': 0.2318, 'learning_rate': 2.6676829268292686e-05, 'epoch': 2.13}
{'loss': 0.3009, 'learning_rate': 2.7057926829268293e-05, 'epoch': 2.16}
{'loss': 0.3691, 'learning_rate': 2.7439024390243906e-05, 'epoch': 2.2}
{'loss': 0.2895, 'learning_rate': 2.7820121951219513e-05, 'epoch': 2.23}
{'loss': 0.2843, 'learning_rate': 2.820121951219512e-05, 'epoch': 2.26}
{'loss': 0.2693, 'learning_rate': 2.8582317073170733e-05, 'epoch': 2.29}
{'loss': 0.2125, 'learning_rate': 2.896341463414634e-05, 'epoch': 2.32}
{'loss': 0.3294, 'learning_rate': 2.9344512195121954e-05, 'epoch': 2.35}
{'loss': 0.3766, 'learning_rate': 2.972560975609756e-05, 'epoch': 2.38}
{'loss': 0.2518, 'learning_rate': 3.0106707317073174e-05, 'epoch': 2.41}
{'loss': 0.3185, 'learning_rate': 3.048780487804878e-05, 'epoch': 2.44}
{'loss': 0.2744, 'learning_rate': 3.08689024390244e-05, 'epoch': 2.47}
{'loss': 0.2537, 'learning_rate': 3.125e-05, 'epoch': 2.5}
{'loss': 0.1983, 'learning_rate': 3.163109756097561e-05, 'epoch': 2.53}
{'loss': 0.2323, 'learning_rate': 3.201219512195122e-05, 'epoch': 2.56}
{'loss': 0.2507, 'learning_rate': 3.239329268292683e-05, 'epoch': 2.59}
{'loss': 0.2172, 'learning_rate': 3.277439024390244e-05, 'epoch': 2.62}
{'loss': 0.1951, 'learning_rate': 3.315548780487805e-05, 'epoch': 2.65}
{'loss': 0.2341, 'learning_rate': 3.353658536585366e-05, 'epoch': 2.68}
{'loss': 0.2782, 'learning_rate': 3.391768292682927e-05, 'epoch': 2.71}
{'loss': 0.226, 'learning_rate': 3.429878048780488e-05, 'epoch': 2.74}
{'loss': 0.2363, 'learning_rate': 3.467987804878049e-05, 'epoch': 2.77}
{'loss': 0.2591, 'learning_rate': 3.5060975609756095e-05, 'epoch': 2.8}
{'loss': 0.173, 'learning_rate': 3.544207317073171e-05, 'epoch': 2.84}
{'loss': 0.1903, 'learning_rate': 3.5823170731707315e-05, 'epoch': 2.87}
{'loss': 0.1604, 'learning_rate': 3.620426829268293e-05, 'epoch': 2.9}
{'loss': 0.2788, 'learning_rate': 3.6585365853658535e-05, 'epoch': 2.93}
{'loss': 0.1687, 'learning_rate': 3.696646341463415e-05, 'epoch': 2.96}
{'loss': 0.2111, 'learning_rate': 3.7347560975609755e-05, 'epoch': 2.99}
testset on epoch 3.0 acc:  0.4625  prec  0.5951676916475972  rec  0.4625  f1  0.4343713989635941
{'eval_loss': 0.8046560287475586, 'eval_accuracy': 0.8166666666666667, 'eval_runtime': 7.1476, 'eval_samples_per_second': 41.972, 'eval_steps_per_second': 5.316, 'epoch': 3.0}
{'loss': 0.1492, 'learning_rate': 3.7728658536585365e-05, 'epoch': 3.02}
{'loss': 0.2332, 'learning_rate': 3.8109756097560976e-05, 'epoch': 3.05}
{'loss': 0.1864, 'learning_rate': 3.8490853658536586e-05, 'epoch': 3.08}
{'loss': 0.1898, 'learning_rate': 3.8871951219512196e-05, 'epoch': 3.11}
{'loss': 0.2084, 'learning_rate': 3.9253048780487806e-05, 'epoch': 3.14}
{'loss': 0.2162, 'learning_rate': 3.9634146341463416e-05, 'epoch': 3.17}
{'loss': 0.1595, 'learning_rate': 4.0015243902439026e-05, 'epoch': 3.2}
{'loss': 0.1673, 'learning_rate': 4.0396341463414636e-05, 'epoch': 3.23}
{'loss': 0.3124, 'learning_rate': 4.0777439024390246e-05, 'epoch': 3.26}
{'loss': 0.1504, 'learning_rate': 4.1158536585365856e-05, 'epoch': 3.29}
{'loss': 0.1528, 'learning_rate': 4.1539634146341466e-05, 'epoch': 3.32}
{'loss': 0.1944, 'learning_rate': 4.1920731707317077e-05, 'epoch': 3.35}
{'loss': 0.2013, 'learning_rate': 4.230182926829269e-05, 'epoch': 3.38}
{'loss': 0.1693, 'learning_rate': 4.26829268292683e-05, 'epoch': 3.41}
{'loss': 0.1711, 'learning_rate': 4.306402439024391e-05, 'epoch': 3.45}
{'loss': 0.1118, 'learning_rate': 4.344512195121952e-05, 'epoch': 3.48}
{'loss': 0.226, 'learning_rate': 4.382621951219512e-05, 'epoch': 3.51}
{'loss': 0.1725, 'learning_rate': 4.420731707317074e-05, 'epoch': 3.54}
{'loss': 0.2266, 'learning_rate': 4.458841463414634e-05, 'epoch': 3.57}
{'loss': 0.2629, 'learning_rate': 4.496951219512196e-05, 'epoch': 3.6}
{'loss': 0.1193, 'learning_rate': 4.535060975609756e-05, 'epoch': 3.63}
{'loss': 0.177, 'learning_rate': 4.573170731707318e-05, 'epoch': 3.66}
{'loss': 0.2072, 'learning_rate': 4.611280487804878e-05, 'epoch': 3.69}
{'loss': 0.2234, 'learning_rate': 4.64939024390244e-05, 'epoch': 3.72}
{'loss': 0.0855, 'learning_rate': 4.6875e-05, 'epoch': 3.75}
{'loss': 0.1979, 'learning_rate': 4.725609756097561e-05, 'epoch': 3.78}
{'loss': 0.12, 'learning_rate': 4.763719512195122e-05, 'epoch': 3.81}
{'loss': 0.1512, 'learning_rate': 4.801829268292683e-05, 'epoch': 3.84}
{'loss': 0.2115, 'learning_rate': 4.839939024390244e-05, 'epoch': 3.87}
{'loss': 0.1688, 'learning_rate': 4.878048780487805e-05, 'epoch': 3.9}
{'loss': 0.1051, 'learning_rate': 4.916158536585366e-05, 'epoch': 3.93}
{'loss': 0.1672, 'learning_rate': 4.954268292682927e-05, 'epoch': 3.96}
{'loss': 0.1344, 'learning_rate': 4.992378048780488e-05, 'epoch': 3.99}
testset on epoch 4.0 acc:  0.596875  prec  0.6347373293841765  rec  0.596875  f1  0.5951601754211121
{'eval_loss': 0.6256781220436096, 'eval_accuracy': 0.8433333333333334, 'eval_runtime': 7.2602, 'eval_samples_per_second': 41.321, 'eval_steps_per_second': 5.234, 'epoch': 4.0}
{'loss': 0.1559, 'learning_rate': 4.996612466124662e-05, 'epoch': 4.02}
{'loss': 0.2018, 'learning_rate': 4.992378048780488e-05, 'epoch': 4.05}
{'loss': 0.155, 'learning_rate': 4.9881436314363144e-05, 'epoch': 4.09}
{'loss': 0.2331, 'learning_rate': 4.9839092140921414e-05, 'epoch': 4.12}
{'loss': 0.1234, 'learning_rate': 4.9796747967479676e-05, 'epoch': 4.15}
{'loss': 0.1103, 'learning_rate': 4.975440379403794e-05, 'epoch': 4.18}
{'loss': 0.1518, 'learning_rate': 4.971205962059621e-05, 'epoch': 4.21}
{'loss': 0.0617, 'learning_rate': 4.966971544715448e-05, 'epoch': 4.24}
{'loss': 0.2189, 'learning_rate': 4.962737127371274e-05, 'epoch': 4.27}
{'loss': 0.157, 'learning_rate': 4.9585027100271e-05, 'epoch': 4.3}
{'loss': 0.1087, 'learning_rate': 4.954268292682927e-05, 'epoch': 4.33}
{'loss': 0.109, 'learning_rate': 4.9500338753387534e-05, 'epoch': 4.36}
{'loss': 0.1138, 'learning_rate': 4.9457994579945803e-05, 'epoch': 4.39}
{'loss': 0.1024, 'learning_rate': 4.9415650406504066e-05, 'epoch': 4.42}
{'loss': 0.0739, 'learning_rate': 4.9373306233062335e-05, 'epoch': 4.45}
{'loss': 0.1681, 'learning_rate': 4.93309620596206e-05, 'epoch': 4.48}
{'loss': 0.0798, 'learning_rate': 4.928861788617886e-05, 'epoch': 4.51}
{'loss': 0.1337, 'learning_rate': 4.924627371273713e-05, 'epoch': 4.54}
{'loss': 0.22, 'learning_rate': 4.92039295392954e-05, 'epoch': 4.57}
{'loss': 0.0627, 'learning_rate': 4.916158536585366e-05, 'epoch': 4.6}
{'loss': 0.1495, 'learning_rate': 4.9119241192411924e-05, 'epoch': 4.63}
{'loss': 0.0861, 'learning_rate': 4.907689701897019e-05, 'epoch': 4.66}
{'loss': 0.1431, 'learning_rate': 4.9034552845528456e-05, 'epoch': 4.7}
{'loss': 0.1442, 'learning_rate': 4.8992208672086725e-05, 'epoch': 4.73}
{'loss': 0.1091, 'learning_rate': 4.894986449864499e-05, 'epoch': 4.76}
{'loss': 0.1274, 'learning_rate': 4.890752032520326e-05, 'epoch': 4.79}
{'loss': 0.065, 'learning_rate': 4.886517615176152e-05, 'epoch': 4.82}
{'loss': 0.1181, 'learning_rate': 4.882283197831978e-05, 'epoch': 4.85}
{'loss': 0.1041, 'learning_rate': 4.878048780487805e-05, 'epoch': 4.88}
{'loss': 0.0834, 'learning_rate': 4.8738143631436314e-05, 'epoch': 4.91}
{'loss': 0.1067, 'learning_rate': 4.869579945799458e-05, 'epoch': 4.94}
{'loss': 0.0797, 'learning_rate': 4.8653455284552846e-05, 'epoch': 4.97}
{'loss': 0.153, 'learning_rate': 4.8611111111111115e-05, 'epoch': 5.0}
testset on epoch 5.0 acc:  0.603125  prec  0.6748448676451465  rec  0.6031249999999999  f1  0.5951753261648587
{'eval_loss': 0.6471297144889832, 'eval_accuracy': 0.86, 'eval_runtime': 7.3441, 'eval_samples_per_second': 40.849, 'eval_steps_per_second': 5.174, 'epoch': 5.0}
{'loss': 0.0707, 'learning_rate': 4.856876693766938e-05, 'epoch': 5.03}
{'loss': 0.1451, 'learning_rate': 4.852642276422765e-05, 'epoch': 5.06}
{'loss': 0.0724, 'learning_rate': 4.848407859078591e-05, 'epoch': 5.09}
{'loss': 0.0782, 'learning_rate': 4.844173441734418e-05, 'epoch': 5.12}
{'loss': 0.1659, 'learning_rate': 4.839939024390244e-05, 'epoch': 5.15}
{'loss': 0.1609, 'learning_rate': 4.8357046070460704e-05, 'epoch': 5.18}
{'loss': 0.1199, 'learning_rate': 4.831470189701897e-05, 'epoch': 5.21}
{'loss': 0.0531, 'learning_rate': 4.8272357723577236e-05, 'epoch': 5.24}
{'loss': 0.1113, 'learning_rate': 4.8230013550135505e-05, 'epoch': 5.27}
{'loss': 0.1129, 'learning_rate': 4.818766937669377e-05, 'epoch': 5.3}
{'loss': 0.146, 'learning_rate': 4.814532520325204e-05, 'epoch': 5.34}
{'loss': 0.081, 'learning_rate': 4.81029810298103e-05, 'epoch': 5.37}
{'loss': 0.1025, 'learning_rate': 4.806063685636857e-05, 'epoch': 5.4}
{'loss': 0.0766, 'learning_rate': 4.801829268292683e-05, 'epoch': 5.43}
{'loss': 0.0724, 'learning_rate': 4.7975948509485094e-05, 'epoch': 5.46}
{'loss': 0.0822, 'learning_rate': 4.793360433604336e-05, 'epoch': 5.49}
{'loss': 0.0572, 'learning_rate': 4.789126016260163e-05, 'epoch': 5.52}
{'loss': 0.088, 'learning_rate': 4.7848915989159895e-05, 'epoch': 5.55}
{'loss': 0.0786, 'learning_rate': 4.780657181571816e-05, 'epoch': 5.58}
{'loss': 0.1019, 'learning_rate': 4.776422764227643e-05, 'epoch': 5.61}
{'loss': 0.1037, 'learning_rate': 4.772188346883469e-05, 'epoch': 5.64}
{'loss': 0.1596, 'learning_rate': 4.767953929539296e-05, 'epoch': 5.67}
{'loss': 0.1368, 'learning_rate': 4.763719512195122e-05, 'epoch': 5.7}
{'loss': 0.1308, 'learning_rate': 4.759485094850949e-05, 'epoch': 5.73}
{'loss': 0.0839, 'learning_rate': 4.755250677506775e-05, 'epoch': 5.76}
{'loss': 0.1508, 'learning_rate': 4.7510162601626016e-05, 'epoch': 5.79}
{'loss': 0.1054, 'learning_rate': 4.7467818428184285e-05, 'epoch': 5.82}
{'loss': 0.1008, 'learning_rate': 4.7425474254742554e-05, 'epoch': 5.85}
{'loss': 0.0751, 'learning_rate': 4.738313008130082e-05, 'epoch': 5.88}
{'loss': 0.0677, 'learning_rate': 4.734078590785908e-05, 'epoch': 5.91}
{'loss': 0.0442, 'learning_rate': 4.729844173441735e-05, 'epoch': 5.95}
{'loss': 0.1048, 'learning_rate': 4.725609756097561e-05, 'epoch': 5.98}
testset on epoch 6.0 acc:  0.65625  prec  0.6785978812241844  rec  0.65625  f1  0.6488429981867712
{'eval_loss': 0.617858350276947, 'eval_accuracy': 0.8766666666666667, 'eval_runtime': 7.3768, 'eval_samples_per_second': 40.668, 'eval_steps_per_second': 5.151, 'epoch': 6.0}
{'loss': 0.0302, 'learning_rate': 4.7213753387533874e-05, 'epoch': 6.01}
{'loss': 0.2009, 'learning_rate': 4.717140921409214e-05, 'epoch': 6.04}
{'loss': 0.1322, 'learning_rate': 4.712906504065041e-05, 'epoch': 6.07}
{'loss': 0.0474, 'learning_rate': 4.7086720867208675e-05, 'epoch': 6.1}
{'loss': 0.0806, 'learning_rate': 4.704437669376694e-05, 'epoch': 6.13}
{'loss': 0.0303, 'learning_rate': 4.7002032520325207e-05, 'epoch': 6.16}
{'loss': 0.0714, 'learning_rate': 4.6959688346883476e-05, 'epoch': 6.19}
{'loss': 0.0913, 'learning_rate': 4.691734417344174e-05, 'epoch': 6.22}
{'loss': 0.0959, 'learning_rate': 4.6875e-05, 'epoch': 6.25}
{'loss': 0.057, 'learning_rate': 4.683265582655827e-05, 'epoch': 6.28}
{'loss': 0.0813, 'learning_rate': 4.679031165311653e-05, 'epoch': 6.31}
{'loss': 0.065, 'learning_rate': 4.6747967479674795e-05, 'epoch': 6.34}
{'loss': 0.0718, 'learning_rate': 4.6705623306233065e-05, 'epoch': 6.37}
{'loss': 0.0516, 'learning_rate': 4.6663279132791334e-05, 'epoch': 6.4}
{'loss': 0.1172, 'learning_rate': 4.6620934959349597e-05, 'epoch': 6.43}
{'loss': 0.0553, 'learning_rate': 4.657859078590786e-05, 'epoch': 6.46}
{'loss': 0.0798, 'learning_rate': 4.653624661246613e-05, 'epoch': 6.49}
{'loss': 0.0512, 'learning_rate': 4.64939024390244e-05, 'epoch': 6.52}
{'loss': 0.1003, 'learning_rate': 4.6451558265582653e-05, 'epoch': 6.55}
{'loss': 0.0453, 'learning_rate': 4.640921409214092e-05, 'epoch': 6.59}
{'loss': 0.059, 'learning_rate': 4.636686991869919e-05, 'epoch': 6.62}
{'loss': 0.1476, 'learning_rate': 4.6324525745257455e-05, 'epoch': 6.65}
{'loss': 0.0845, 'learning_rate': 4.628218157181572e-05, 'epoch': 6.68}
{'loss': 0.0845, 'learning_rate': 4.6239837398373986e-05, 'epoch': 6.71}
{'loss': 0.0764, 'learning_rate': 4.6197493224932256e-05, 'epoch': 6.74}
{'loss': 0.1282, 'learning_rate': 4.615514905149052e-05, 'epoch': 6.77}
{'loss': 0.1128, 'learning_rate': 4.611280487804878e-05, 'epoch': 6.8}
{'loss': 0.0617, 'learning_rate': 4.607046070460705e-05, 'epoch': 6.83}
{'loss': 0.1502, 'learning_rate': 4.602811653116532e-05, 'epoch': 6.86}
{'loss': 0.014, 'learning_rate': 4.5985772357723575e-05, 'epoch': 6.89}
{'loss': 0.0639, 'learning_rate': 4.5943428184281844e-05, 'epoch': 6.92}
{'loss': 0.0498, 'learning_rate': 4.5901084010840114e-05, 'epoch': 6.95}
{'loss': 0.0641, 'learning_rate': 4.5858739837398376e-05, 'epoch': 6.98}
testset on epoch 7.0 acc:  0.659375  prec  0.7143732929511131  rec  0.659375  f1  0.6521560064055298
{'eval_loss': 0.5667844414710999, 'eval_accuracy': 0.8833333333333333, 'eval_runtime': 7.2167, 'eval_samples_per_second': 41.57, 'eval_steps_per_second': 5.266, 'epoch': 7.0}
{'loss': 0.0561, 'learning_rate': 4.581639566395664e-05, 'epoch': 7.01}
{'loss': 0.0585, 'learning_rate': 4.577405149051491e-05, 'epoch': 7.04}
{'loss': 0.0758, 'learning_rate': 4.573170731707318e-05, 'epoch': 7.07}
{'loss': 0.0275, 'learning_rate': 4.568936314363143e-05, 'epoch': 7.1}
{'loss': 0.0438, 'learning_rate': 4.56470189701897e-05, 'epoch': 7.13}
{'loss': 0.026, 'learning_rate': 4.560467479674797e-05, 'epoch': 7.16}
{'loss': 0.0834, 'learning_rate': 4.5562330623306234e-05, 'epoch': 7.2}
{'loss': 0.0616, 'learning_rate': 4.55199864498645e-05, 'epoch': 7.23}
{'loss': 0.0743, 'learning_rate': 4.5477642276422766e-05, 'epoch': 7.26}
{'loss': 0.097, 'learning_rate': 4.5435298102981036e-05, 'epoch': 7.29}
{'loss': 0.0326, 'learning_rate': 4.53929539295393e-05, 'epoch': 7.32}
{'loss': 0.0574, 'learning_rate': 4.535060975609756e-05, 'epoch': 7.35}
{'loss': 0.0751, 'learning_rate': 4.530826558265583e-05, 'epoch': 7.38}
{'loss': 0.0445, 'learning_rate': 4.52659214092141e-05, 'epoch': 7.41}
{'loss': 0.0771, 'learning_rate': 4.5223577235772355e-05, 'epoch': 7.44}
{'loss': 0.0655, 'learning_rate': 4.5181233062330624e-05, 'epoch': 7.47}
{'loss': 0.0161, 'learning_rate': 4.5138888888888894e-05, 'epoch': 7.5}
{'loss': 0.1022, 'learning_rate': 4.5096544715447156e-05, 'epoch': 7.53}
{'loss': 0.106, 'learning_rate': 4.505420054200542e-05, 'epoch': 7.56}
{'loss': 0.1436, 'learning_rate': 4.501185636856369e-05, 'epoch': 7.59}
{'loss': 0.041, 'learning_rate': 4.496951219512196e-05, 'epoch': 7.62}
{'loss': 0.0436, 'learning_rate': 4.492716802168022e-05, 'epoch': 7.65}
{'loss': 0.0441, 'learning_rate': 4.488482384823848e-05, 'epoch': 7.68}
{'loss': 0.031, 'learning_rate': 4.484247967479675e-05, 'epoch': 7.71}
{'loss': 0.041, 'learning_rate': 4.4800135501355014e-05, 'epoch': 7.74}
{'loss': 0.0599, 'learning_rate': 4.475779132791328e-05, 'epoch': 7.77}
{'loss': 0.0266, 'learning_rate': 4.4715447154471546e-05, 'epoch': 7.8}
{'loss': 0.0477, 'learning_rate': 4.4673102981029815e-05, 'epoch': 7.84}
{'loss': 0.0529, 'learning_rate': 4.463075880758808e-05, 'epoch': 7.87}
{'loss': 0.0678, 'learning_rate': 4.458841463414634e-05, 'epoch': 7.9}
{'loss': 0.0751, 'learning_rate': 4.454607046070461e-05, 'epoch': 7.93}
{'loss': 0.0535, 'learning_rate': 4.450372628726288e-05, 'epoch': 7.96}
{'loss': 0.065, 'learning_rate': 4.446138211382114e-05, 'epoch': 7.99}
testset on epoch 8.0 acc:  0.64375  prec  0.6579544348485158  rec  0.64375  f1  0.6437970937230402
{'eval_loss': 0.9195979833602905, 'eval_accuracy': 0.8766666666666667, 'eval_runtime': 7.4519, 'eval_samples_per_second': 40.258, 'eval_steps_per_second': 5.099, 'epoch': 8.0}
{'loss': 0.0941, 'learning_rate': 4.4419037940379404e-05, 'epoch': 8.02}
{'loss': 0.049, 'learning_rate': 4.4376693766937673e-05, 'epoch': 8.05}
{'loss': 0.0939, 'learning_rate': 4.4334349593495936e-05, 'epoch': 8.08}
{'loss': 0.0618, 'learning_rate': 4.42920054200542e-05, 'epoch': 8.11}
{'loss': 0.0591, 'learning_rate': 4.424966124661247e-05, 'epoch': 8.14}
{'loss': 0.073, 'learning_rate': 4.420731707317074e-05, 'epoch': 8.17}
{'loss': 0.0408, 'learning_rate': 4.4164972899729e-05, 'epoch': 8.2}
{'loss': 0.037, 'learning_rate': 4.412262872628726e-05, 'epoch': 8.23}
{'loss': 0.0732, 'learning_rate': 4.408028455284553e-05, 'epoch': 8.26}
{'loss': 0.057, 'learning_rate': 4.4037940379403794e-05, 'epoch': 8.29}
{'loss': 0.0228, 'learning_rate': 4.399559620596206e-05, 'epoch': 8.32}
{'loss': 0.0209, 'learning_rate': 4.3953252032520326e-05, 'epoch': 8.35}
{'loss': 0.0448, 'learning_rate': 4.3910907859078595e-05, 'epoch': 8.38}
{'loss': 0.0745, 'learning_rate': 4.386856368563686e-05, 'epoch': 8.41}
{'loss': 0.0611, 'learning_rate': 4.382621951219512e-05, 'epoch': 8.45}
{'loss': 0.0477, 'learning_rate': 4.378387533875339e-05, 'epoch': 8.48}
{'loss': 0.0616, 'learning_rate': 4.374153116531166e-05, 'epoch': 8.51}
{'loss': 0.0758, 'learning_rate': 4.369918699186992e-05, 'epoch': 8.54}
{'loss': 0.0499, 'learning_rate': 4.3656842818428184e-05, 'epoch': 8.57}
{'loss': 0.0136, 'learning_rate': 4.361449864498645e-05, 'epoch': 8.6}
{'loss': 0.0223, 'learning_rate': 4.3572154471544716e-05, 'epoch': 8.63}
{'loss': 0.0174, 'learning_rate': 4.3529810298102985e-05, 'epoch': 8.66}
{'loss': 0.0568, 'learning_rate': 4.348746612466125e-05, 'epoch': 8.69}
{'loss': 0.0834, 'learning_rate': 4.344512195121952e-05, 'epoch': 8.72}
{'loss': 0.0171, 'learning_rate': 4.340277777777778e-05, 'epoch': 8.75}
{'loss': 0.009, 'learning_rate': 4.336043360433605e-05, 'epoch': 8.78}
{'loss': 0.0049, 'learning_rate': 4.331808943089431e-05, 'epoch': 8.81}
{'loss': 0.0486, 'learning_rate': 4.3275745257452574e-05, 'epoch': 8.84}
{'loss': 0.0168, 'learning_rate': 4.323340108401084e-05, 'epoch': 8.87}
{'loss': 0.0521, 'learning_rate': 4.3191056910569106e-05, 'epoch': 8.9}
{'loss': 0.0468, 'learning_rate': 4.3148712737127375e-05, 'epoch': 8.93}
